frame_idx,frame_name,road_ratio
1245,001245,0.35993785
1246,001246,0.36997047
1247,001247,0.41997266
1248,001248,0.43008465
1249,001249,0.43970725
1250,001250,0.45426348
1251,001251,0.45974603
1252,001252,0.46980512
1253,001253,0.49244523
1254,001254,0.4968564
1255,001255,0.5063511
1256,001256,0.5034787
1257,001257,0.4913937
1258,001258,0.4477338
1259,001259,0.437419
1260,001260,0.42566687
1261,001261,0.4279948
1262,001262,0.45539218
1263,001263,0.46496186
1264,001264,0.46264935
1265,001265,0.45328027
1266,001266,0.426132
1267,001267,0.4267603
1268,001268,0.4534919
1269,001269,0.46909308
1270,001270,0.48513293
1271,001271,0.49178168
1272,001272,0.48239276
1273,001273,0.46741986
1274,001274,0.47865173
1275,001275,0.49273843
1276,001276,0.5035713
1277,001277,0.47644946
1278,001278,0.4308408
1279,001279,0.42116088
1280,001280,0.39501125
1281,001281,0.44039506
1282,001282,0.47274372
1283,001283,0.4808937
1284,001284,0.4782527
1285,001285,0.4842864
1286,001286,0.5005864
1287,001287,0.53375953
1288,001288,0.52564925
1289,001289,0.5161611
1290,001290,0.52679557
1291,001291,0.5515211
1292,001292,0.5798333
1293,001293,0.58154404
1294,001294,0.5597835
1295,001295,0.522122
1296,001296,0.49944445
1297,001297,0.49559984
1298,001298,0.4981394
1299,001299,0.50389534
1300,001300,0.50574267
1301,001301,0.47924694
1302,001302,0.49205503
1303,001303,0.5328645
1304,001304,0.53292626
1305,001305,0.5223756
1306,001306,0.5200829
1307,001307,0.5241436
1308,001308,0.4607579
1309,001309,0.5094198
1310,001310,0.53908557
1311,001311,0.54330057
1312,001312,0.5688263
1313,001313,0.5442441
1314,001314,0.55886424
1315,001315,0.5669437
1316,001316,0.55898106
1317,001317,0.5376306
1318,001318,0.53048146
1319,001319,0.54417574
1320,001320,0.55684274
1321,001321,0.5361999
1322,001322,0.5338543
1323,001323,0.53607863
1324,001324,0.5418412
1325,001325,0.5664212
1326,001326,0.58470964
1327,001327,0.5513183
1328,001328,0.5293285
1329,001329,0.55455005
1330,001330,0.5622129
1331,001331,0.5595521
1332,001332,0.53147566
1333,001333,0.5198294
1334,001334,0.5022508
1335,001335,0.48356995
1336,001336,0.48215908
1337,001337,0.5016291
1338,001338,0.5025947
1339,001339,0.5318681
1340,001340,0.57098895
1341,001341,0.5672435
1342,001342,0.5972488
1343,001343,0.63951325
1344,001344,0.6754971
1345,001345,0.6987567
1346,001346,0.7164697
1347,001347,0.69722456
1348,001348,0.5886822
1349,001349,0.5515762
1350,001350,0.5254376
1351,001351,0.5251863
1352,001352,0.51018476
1353,001353,0.528762
1354,001354,0.49664256
1355,001355,0.52060974
1356,001356,0.48033816
1357,001357,0.4603699
1358,001358,0.41932675
1359,001359,0.3990697
1360,001360,0.36072484
1361,001361,0.44497377
1362,001362,0.46661744
1363,001363,0.47281647
1364,001364,0.47265995
1365,001365,0.48126185
1366,001366,0.51091224
1367,001367,0.49453068
1368,001368,0.5007848
1369,001369,0.49875006
1370,001370,0.5008355
1371,001371,0.4655174
1372,001372,0.41787177
1373,001373,0.4363476
1374,001374,0.3960826
1375,001375,0.33633658
1376,001376,0.30308628
1377,001377,0.2611018
1378,001378,0.28773862
1379,001379,0.3280345
1380,001380,0.36971253
1381,001381,0.35960275
1382,001382,0.3442441
1383,001383,0.40858206
1384,001384,0.48602134
1385,001385,0.4691548
1386,001386,0.44917333
1387,001387,0.42226312
1388,001388,0.40857327
1389,001389,0.42758256
1390,001390,0.43535998
1391,001391,0.47575063
1392,001392,0.37896037
1393,001393,0.37683082
1394,001394,0.3110864
1395,001395,0.3119946
1396,001396,0.29112473
1397,001397,0.297057
1398,001398,0.318467
1399,001399,0.29624575
1400,001400,0.31956264
1401,001401,0.31557912
1402,001402,0.29147965
1403,001403,0.2771042
1404,001404,0.2736343
1405,001405,0.27258718
1406,001406,0.27179137
1407,001407,0.33700895
1408,001408,0.34359595
1409,001409,0.34781316
1410,001410,0.34321237
1411,001411,0.33552533
1412,001412,0.33053216
1413,001413,0.31932896
1414,001414,0.31948328
1415,001415,0.32507384
1416,001416,0.34178388
1417,001417,0.33910102
1418,001418,0.33158812
1419,001419,0.3351043
1420,001420,0.32243508
1421,001421,0.3045721
1422,001422,0.25968432
1423,001423,0.25033727
1424,001424,0.24259953
1425,001425,0.35095674
1426,001426,0.3898814
1427,001427,0.38769674
1428,001428,0.38980865
1429,001429,0.41288963
1430,001430,0.3953265
1431,001431,0.3866496
1432,001432,0.38052556
1433,001433,0.373868
1434,001434,0.3651779
1435,001435,0.361783
1436,001436,0.3642939
1437,001437,0.34014374
1438,001438,0.31697014
1439,001439,0.3599753
1440,001440,0.38123098
1441,001441,0.36771306
1442,001442,0.36256558
1443,001443,0.3549645
1444,001444,0.34552267
1445,001445,0.35578898
1446,001446,0.39409637
1447,001447,0.40954763
1448,001448,0.36626032
1449,001449,0.34863764
1450,001450,0.3494092
1451,001451,0.31113267
1452,001452,0.27010494
1453,001453,0.2603126
1454,001454,0.25729686
1455,001455,0.2896345
1456,001456,0.32915437
1457,001457,0.43384993
1458,001458,0.4494577
1459,001459,0.4102046
1460,001460,0.39210132
1461,001461,0.3741149
1462,001462,0.36456946
1463,001463,0.3649222
1464,001464,0.35568538
1465,001465,0.3331467
1466,001466,0.32378864
1467,001467,0.32839823
1468,001468,0.3503505
1469,001469,0.34898153
1470,001470,0.3472554
1471,001471,0.34583792
1472,001472,0.34791014
1473,001473,0.3510317
1474,001474,0.37930867
1475,001475,0.37989947
1476,001476,0.38494334
1477,001477,0.39302942
1478,001478,0.38341784
1479,001479,0.37034744
1480,001480,0.37527224
1481,001481,0.36509633
1482,001482,0.39308673
1483,001483,0.42120278
1484,001484,0.40807503
1485,001485,0.3980953
1486,001486,0.39280236
1487,001487,0.3998479
1488,001488,0.3883581
1489,001489,0.38377056
1490,001490,0.38657907
1491,001491,0.3883581
1492,001492,0.38793042
1493,001493,0.39166483
1494,001494,0.39057583
1495,001495,0.38407037
1496,001496,0.39069706
1497,001497,0.39413607
1498,001498,0.41030818
1499,001499,0.41278824
1500,001500,0.41200784
1501,001501,0.4211124
1502,001502,0.42408404
1503,001503,0.41278824
1504,001504,0.41698116
1505,001505,0.41467306
1506,001506,0.41872272
1507,001507,0.42346016
1508,001508,0.41571358
1509,001509,0.41250828
1510,001510,0.4109475
1511,001511,0.38892466
1512,001512,0.39768088
1513,001513,0.382805
1514,001514,0.37958422
1515,001515,0.37727833
1516,001516,0.3821216
1517,001517,0.38728672
1518,001518,0.38704643
1519,001519,0.37572858
1520,001520,0.36240464
1521,001521,0.36113486
1522,001522,0.35936686
1523,001523,0.35754818
1524,001524,0.37279
1525,001525,0.3839888
1526,001526,0.371313
1527,001527,0.36844715
1528,001528,0.3633504
1529,001529,0.34936732
1530,001530,0.33963892
1531,001531,0.3335876
1532,001532,0.33380362
1533,001533,0.31471497
1534,001534,0.31756315
1535,001535,0.3179313
1536,001536,0.30222213
1537,001537,0.28490368
1538,001538,0.27367622
1539,001539,0.25768927
1540,001540,0.24815926
1541,001541,0.25202373
1542,001542,0.25911775
1543,001543,0.27312288
1544,001544,0.27413914
1545,001545,0.2781381
1546,001546,0.2904105
1547,001547,0.31020677
1548,001548,0.31735152
1549,001549,0.32290244
1550,001550,0.32046646
1551,001551,0.33012652
1552,001552,0.33225167
1553,001553,0.32145628
1554,001554,0.313745
1555,001555,0.30168203
1556,001556,0.31423217
1557,001557,0.34013933
1558,001558,0.39304483
1559,001559,0.44914246
1560,001560,0.5166836
1561,001561,0.5467748
1562,001562,0.59597903
1563,001563,0.6229377
1564,001564,0.5926723
1565,001565,0.56334597
1566,001566,0.5279794
1567,001567,0.4301023
1568,001568,0.41162208
1569,001569,0.40744016
1570,001570,0.39511925
1571,001571,0.37850404
1572,001572,0.3739099
1573,001573,0.36418808
1574,001574,0.3544178
1575,001575,0.35153654
1576,001576,0.38326132
1577,001577,0.4297694
1578,001578,0.40277764
1579,001579,0.38636082
1580,001580,0.39752656
1581,001581,0.41717738
1582,001582,0.49383405
1583,001583,0.5474141
1584,001584,0.5823354
1585,001585,0.5891627
1586,001586,0.59601647
1587,001587,0.58382124
1588,001588,0.6050373
1589,001589,0.5234073
1590,001590,0.48832282
